table_source;colonne_source;type_source;decision_table;table_cible;colonne_cible;decision_colonne;regle_migration;raison_detaillee;impact_fonctionnel;prerequis_controle;niveau_confiance;classification_audit_initiale;recommandation_audit_initiale;source_decision
version_application;date_debut_realisation;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon DEBUT_REALISATION.;Les jalons variables ne doivent pas multiplier les colonnes.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;date_fin_realisation;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon FIN_REALISATION.;Normalisation des dates de cycle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;date_debut_homologation;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon DEBUT_HOMOLOGATION.;Normalisation des dates de cycle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;date_fin_homologation;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon FIN_HOMOLOGATION.;Normalisation des dates de cycle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;date_livraison_moe_peri;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon LIVRAISON_MOE.;Normalisation des dates de cycle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;date_livraison_39cr;DATE;REMPLACER_ET_ECLATER;version_jalon;date_jalon;DEPLACER;Créer un jalon MISE_A_DISPOSITION_CR ou alimenter deploiement_version.;Date liée au déploiement national.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;numero_flash_pic;NVARCHAR;REMPLACER_ET_ECLATER;version;numero_flash_pic;CONSERVER_SI_ECRAN;Copier seulement si l’écran ou l’export l’affiche.;Donnée visible dans l’historique et potentiellement fonctionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;quick_3270;BIT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Créer/associer la technologie Quick 3270 lorsque la valeur est vraie.;Une technologie n’est pas une colonne booléenne.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;sql_server;BIT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Associer SQL Server, catégorie BASE_DONNEES.;Ne pas confondre langage et base de données.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;satambo;BIT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Associer SATAMBO, catégorie OUTIL.;Une technologie n’est pas une colonne booléenne.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;ssis_dtx;BIT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Associer SSIS/DTX, catégorie OUTIL_ETL.;Une technologie n’est pas une colonne booléenne.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;detail_autre_techno;NVARCHAR;REMPLACER_ET_ECLATER;version_technologie;commentaire;ANALYSER_ET_ECLATER;"Parser les valeurs PHP, Access, Excel, HTML, CSS, etc., puis créer des associations ; conserver le reliquat en commentaire.";Texte multi-valeurs non normalisé.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;autre_technologie_1;INT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Remapper les codes historiques vers le référentiel technologie.;Colonnes répétitives 1..4 interdites en cible.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;autre_technologie_2;INT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Remapper les codes historiques vers le référentiel technologie.;Colonnes répétitives 1..4 interdites en cible.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;autre_technologie_3;INT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Remapper les codes historiques vers le référentiel technologie.;Colonnes répétitives 1..4 interdites en cible.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;autre_technologie_4;INT;REMPLACER_ET_ECLATER;version_technologie;technologie_id;DEPLACER;Remapper les codes historiques vers le référentiel technologie.;Colonnes répétitives 1..4 interdites en cible.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;traitement_programme;BIT;REMPLACER_ET_ECLATER;traitement_version;est_programme;DEPLACER;Créer une ligne de traitement lorsqu’un traitement planifié existe.;Le traitement possède plusieurs attributs dépendants.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;frequence_traitement;NVARCHAR;REMPLACER_ET_ECLATER;traitement_version;frequence;DEPLACER;Normaliser quotidien, mensuel, hebdomadaire, etc.;Attribut du traitement, pas de la version elle-même.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;jour_lancement_traitement;NVARCHAR;REMPLACER_ET_ECLATER;traitement_version;planification;DEPLACER;Convertir en expression ou règle de planification contrôlée.;Attribut du traitement.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;flux_entrant;BIT;REMPLACER_ET_ECLATER;interface_version;sens;DEPLACER;Créer une interface de sens ENTRANT si confirmée.;Les flux doivent être des lignes extensibles.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;flux_sortant;BIT;REMPLACER_ET_ECLATER;interface_version;sens;DEPLACER;Créer une interface de sens SORTANT si confirmée.;Les flux doivent être des lignes extensibles.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;sas_bura;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer la capacité SAS_BURA.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;quai_de_depot;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer la capacité QUAI_DEPOT.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;sid_v1;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer la capacité SID_V1.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;sid_v2;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer la capacité SID_V2.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;sid_v1_v2;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer la capacité SID_V1_V2 après vérification de redondance.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;mail_auto;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer MAIL_AUTOMATIQUE.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;envoi_sms;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer ENVOI_SMS.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;https_compatible;BIT;REMPLACER_ET_ECLATER;capacite_version;valeur_booleenne;DEPLACER;Associer HTTPS_COMPATIBLE.;Capacité technique optionnelle.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;autre_dependance;NVARCHAR;REMPLACER_ET_ECLATER;dependance_technique_version;libelle;ANALYSER_ET_DEPLACER;Créer une dépendance technique structurée ou archiver si valeur inexploitable.;Texte libre de dépendance technique.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
version_application;commentaire_dependance;NVARCHAR;REMPLACER_ET_ECLATER;dependance_technique_version;commentaire;DEPLACER;Rattacher au bon enregistrement de dépendance technique.;Commentaire dépendant d’un autre concept.;Le champ reste disponible via la fiche Version ou une section spécialisée.;Profilage des valeurs réelles et validation métier avant migration automatique.;MOYENNE;Colonne visible dans la base réelle/captures, absente du create_copy.sql simplifié;Normaliser;Captures SSMS de version_application
